C,N,Vb,Vc,Fat,cellulose,Weightgain
0.383166467,-0.915368399,1.930749029,-0.391136688,-1.178426556,0.353568053,0.108
-0.33989448,-0.604034958,-0.294427843,-0.391136688,-0.282389923,0.735684163,0.1169
-0.701424954,-1.226701841,1.930749029,0.064573623,-0.282389923,1.34706994,0.0544
-0.33989448,-0.915368399,-0.739463218,1.88741487,0.613646709,0.888530607,0.063
-0.33989448,-0.915368399,-0.739463218,1.88741487,0.613646709,0.888530607,0.1105
-0.33989448,1.263965689,-0.650456143,0.064573623,4.197793241,-0.797875159,0.0444
-1.062955428,1.263965689,0.150607531,-0.391136688,-0.73040824,-0.308766538,0.1779
-0.33989448,0.018631924,1.930749029,-0.846847,-0.73040824,0.124298387,0.1377
-0.701424954,-0.915368399,-0.650456143,-0.755704938,-0.73040824,1.285931362,0.149
-0.33989448,0.018631924,1.930749029,-0.846847,-0.73040824,0.124298387,0.1634
-0.33989448,1.263965689,-0.650456143,0.064573623,4.197793241,-0.797875159,0.0517
